nerc_region_abbr,nerc_region_desc,sector,year,escalation_factor,source,sector_abbr
MISC,Midcontinent ISO / Central,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
MISC,Midcontinent ISO / Central,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
MISC,Midcontinent ISO / Central,Residential,2014,1,AEO2022 High Renewable Cost,res
MISC,Midcontinent ISO / Central,Residential,2014,1,AEO2022 Low Renewable Cost,res
MISC,Midcontinent ISO / Central,Residential,2014,1,AEO2021 Reference,res
MISE,Midcontinent ISO / East,Residential,2014,1,AEO2022 Reference,res
MISE,Midcontinent ISO / East,Residential,2014,1,AEO2022 High Growth,res
MISE,Midcontinent ISO / East,Residential,2014,1,AEO2022 Low Growth,res
MISE,Midcontinent ISO / East,Residential,2014,1,AEO2022 High Oil Price,res
MISE,Midcontinent ISO / East,Residential,2014,1,AEO2022 Low Oil Price,res
MISE,Midcontinent ISO / East,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
MISE,Midcontinent ISO / East,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
MISE,Midcontinent ISO / East,Residential,2014,1,AEO2022 High Renewable Cost,res
MISE,Midcontinent ISO / East,Residential,2014,1,AEO2022 Low Renewable Cost,res
MISE,Midcontinent ISO / East,Residential,2014,1,AEO2021 Reference,res
MISS,Midcontinent ISO / South,Residential,2014,1,AEO2022 Reference,res
MISS,Midcontinent ISO / South,Residential,2014,1,AEO2022 High Growth,res
MISS,Midcontinent ISO / South,Residential,2014,1,AEO2022 Low Growth,res
MISS,Midcontinent ISO / South,Residential,2014,1,AEO2022 High Oil Price,res
MISS,Midcontinent ISO / South,Residential,2014,1,AEO2022 Low Oil Price,res
MISS,Midcontinent ISO / South,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
MISS,Midcontinent ISO / South,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
MISS,Midcontinent ISO / South,Residential,2014,1,AEO2022 High Renewable Cost,res
MISS,Midcontinent ISO / South,Residential,2014,1,AEO2022 Low Renewable Cost,res
MISS,Midcontinent ISO / South,Residential,2014,1,AEO2021 Reference,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2014,1,AEO2022 Reference,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2014,1,AEO2022 High Growth,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2014,1,AEO2022 Low Growth,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2014,1,AEO2022 High Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2014,1,AEO2022 Low Oil Price,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2014,1,AEO2022 High Renewable Cost,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2014,1,AEO2022 Low Renewable Cost,res
ISNE,Northeast Power Coordinating Council / New England,Residential,2014,1,AEO2021 Reference,res
NYCW,Northeast Power Coordinating Council / NYC & Long Island,Residential,2014,1,AEO2022 Reference,res
NYCW,Northeast Power Coordinating Council / NYC & Long Island,Residential,2014,1,AEO2022 High Growth,res
NYCW,Northeast Power Coordinating Council / NYC & Long Island,Residential,2014,1,AEO2022 Low Growth,res
NYCW,Northeast Power Coordinating Council / NYC & Long Island,Residential,2014,1,AEO2022 High Oil Price,res
NYCW,Northeast Power Coordinating Council / NYC & Long Island,Residential,2014,1,AEO2022 Low Oil Price,res
NYCW,Northeast Power Coordinating Council / NYC & Long Island,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
NYCW,Northeast Power Coordinating Council / NYC & Long Island,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
NYCW,Northeast Power Coordinating Council / NYC & Long Island,Residential,2014,1,AEO2022 High Renewable Cost,res
NYCW,Northeast Power Coordinating Council / NYC & Long Island,Residential,2014,1,AEO2022 Low Renewable Cost,res
NYCW,Northeast Power Coordinating Council / NYC & Long Island,Residential,2014,1,AEO2021 Reference,res
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2014,1,AEO2022 Reference,res
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2014,1,AEO2022 High Growth,res
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2014,1,AEO2022 Low Growth,res
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2014,1,AEO2022 High Oil Price,res
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2014,1,AEO2022 Low Oil Price,res
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2014,1,AEO2022 High Renewable Cost,res
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2014,1,AEO2022 Low Renewable Cost,res
NYUP,Northeast Power Coordinating Council / Upstate New York,Residential,2014,1,AEO2021 Reference,res
PJME,PJM / East,Residential,2014,1,AEO2022 Reference,res
PJME,PJM / East,Residential,2014,1,AEO2022 High Growth,res
PJME,PJM / East,Residential,2014,1,AEO2022 Low Growth,res
PJME,PJM / East,Residential,2014,1,AEO2022 High Oil Price,res
PJME,PJM / East,Residential,2014,1,AEO2022 Low Oil Price,res
PJME,PJM / East,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
PJME,PJM / East,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
PJME,PJM / East,Residential,2014,1,AEO2022 High Renewable Cost,res
PJME,PJM / East,Residential,2014,1,AEO2022 Low Renewable Cost,res
PJME,PJM / East,Residential,2014,1,AEO2021 Reference,res
PJMW,PJM / West,Residential,2014,1,AEO2022 Reference,res
PJMW,PJM / West,Residential,2014,1,AEO2022 High Growth,res
PJMW,PJM / West,Residential,2014,1,AEO2022 Low Growth,res
PJMW,PJM / West,Residential,2014,1,AEO2022 High Oil Price,res
PJMW,PJM / West,Residential,2014,1,AEO2022 Low Oil Price,res
PJMW,PJM / West,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
PJMW,PJM / West,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
PJMW,PJM / West,Residential,2014,1,AEO2022 High Renewable Cost,res
PJMW,PJM / West,Residential,2014,1,AEO2022 Low Renewable Cost,res
PJMW,PJM / West,Residential,2014,1,AEO2021 Reference,res
PJMD,PJM / Dominion,Residential,2014,1,AEO2022 Reference,res
PJMD,PJM / Dominion,Residential,2014,1,AEO2022 High Growth,res
PJMD,PJM / Dominion,Residential,2014,1,AEO2022 Low Growth,res
PJMD,PJM / Dominion,Residential,2014,1,AEO2022 High Oil Price,res
PJMD,PJM / Dominion,Residential,2014,1,AEO2022 Low Oil Price,res
PJMD,PJM / Dominion,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
PJMD,PJM / Dominion,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
PJMD,PJM / Dominion,Residential,2014,1,AEO2022 High Renewable Cost,res
PJMD,PJM / Dominion,Residential,2014,1,AEO2022 Low Renewable Cost,res
PJMD,PJM / Dominion,Residential,2014,1,AEO2021 Reference,res
SRCA,SERC Reliability Corporation / East,Residential,2014,1,AEO2022 Reference,res
SRCA,SERC Reliability Corporation / East,Residential,2014,1,AEO2022 High Growth,res
SRCA,SERC Reliability Corporation / East,Residential,2014,1,AEO2022 Low Growth,res
SRCA,SERC Reliability Corporation / East,Residential,2014,1,AEO2022 High Oil Price,res
SRCA,SERC Reliability Corporation / East,Residential,2014,1,AEO2022 Low Oil Price,res
SRCA,SERC Reliability Corporation / East,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
SRCA,SERC Reliability Corporation / East,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
SRCA,SERC Reliability Corporation / East,Residential,2014,1,AEO2022 High Renewable Cost,res
SRCA,SERC Reliability Corporation / East,Residential,2014,1,AEO2022 Low Renewable Cost,res
SRCA,SERC Reliability Corporation / East,Residential,2014,1,AEO2021 Reference,res
SRSE,SERC Reliability Corporation / Southeast,Residential,2014,1,AEO2022 Reference,res
SRSE,SERC Reliability Corporation / Southeast,Residential,2014,1,AEO2022 High Growth,res
SRSE,SERC Reliability Corporation / Southeast,Residential,2014,1,AEO2022 Low Growth,res
SRSE,SERC Reliability Corporation / Southeast,Residential,2014,1,AEO2022 High Oil Price,res
PJME,PJM / East,Residential,2016,1,AEO2022 High Growth,res
SRSE,SERC Reliability Corporation / Southeast,Residential,2014,1,AEO2022 Low Oil Price,res
SRSE,SERC Reliability Corporation / Southeast,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
SRSE,SERC Reliability Corporation / Southeast,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
SRSE,SERC Reliability Corporation / Southeast,Residential,2014,1,AEO2022 High Renewable Cost,res
SRSE,SERC Reliability Corporation / Southeast,Residential,2014,1,AEO2022 Low Renewable Cost,res
SRSE,SERC Reliability Corporation / Southeast,Residential,2014,1,AEO2021 Reference,res
SRCE,SERC Reliability Corporation / Central,Residential,2014,1,AEO2022 Reference,res
SRCE,SERC Reliability Corporation / Central,Residential,2014,1,AEO2022 High Growth,res
SRCE,SERC Reliability Corporation / Central,Residential,2014,1,AEO2022 Low Growth,res
SRCE,SERC Reliability Corporation / Central,Residential,2014,1,AEO2022 High Oil Price,res
SRCE,SERC Reliability Corporation / Central,Residential,2014,1,AEO2022 Low Oil Price,res
SRCE,SERC Reliability Corporation / Central,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
SRCE,SERC Reliability Corporation / Central,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
SRCE,SERC Reliability Corporation / Central,Residential,2014,1,AEO2022 High Renewable Cost,res
SRCE,SERC Reliability Corporation / Central,Residential,2014,1,AEO2022 Low Renewable Cost,res
SRCE,SERC Reliability Corporation / Central,Residential,2014,1,AEO2021 Reference,res
SPPS,Southwest Power Pool / South,Residential,2014,1,AEO2022 Reference,res
SPPS,Southwest Power Pool / South,Residential,2014,1,AEO2022 High Growth,res
SPPS,Southwest Power Pool / South,Residential,2014,1,AEO2022 Low Growth,res
SPPS,Southwest Power Pool / South,Residential,2014,1,AEO2022 High Oil Price,res
SPPS,Southwest Power Pool / South,Residential,2014,1,AEO2022 Low Oil Price,res
SPPS,Southwest Power Pool / South,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
SPPS,Southwest Power Pool / South,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
SPPS,Southwest Power Pool / South,Residential,2014,1,AEO2022 High Renewable Cost,res
SPPS,Southwest Power Pool / South,Residential,2014,1,AEO2022 Low Renewable Cost,res
SPPS,Southwest Power Pool / South,Residential,2014,1,AEO2021 Reference,res
SPPC,Southwest Power Pool / Central,Residential,2014,1,AEO2022 Reference,res
SPPC,Southwest Power Pool / Central,Residential,2014,1,AEO2022 High Growth,res
SPPC,Southwest Power Pool / Central,Residential,2014,1,AEO2022 Low Growth,res
SPPC,Southwest Power Pool / Central,Residential,2014,1,AEO2022 High Oil Price,res
SPPC,Southwest Power Pool / Central,Residential,2014,1,AEO2022 Low Oil Price,res
SPPC,Southwest Power Pool / Central,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
SPPC,Southwest Power Pool / Central,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
SPPC,Southwest Power Pool / Central,Residential,2014,1,AEO2022 High Renewable Cost,res
SPPC,Southwest Power Pool / Central,Residential,2014,1,AEO2022 Low Renewable Cost,res
SPPC,Southwest Power Pool / Central,Residential,2014,1,AEO2021 Reference,res
SPPN,Southwest Power Pool / North,Residential,2014,1,AEO2022 Reference,res
SPPN,Southwest Power Pool / North,Residential,2014,1,AEO2022 High Growth,res
SPPN,Southwest Power Pool / North,Residential,2014,1,AEO2022 Low Growth,res
SPPN,Southwest Power Pool / North,Residential,2014,1,AEO2022 High Oil Price,res
SPPN,Southwest Power Pool / North,Residential,2014,1,AEO2022 Low Oil Price,res
SPPN,Southwest Power Pool / North,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
SPPN,Southwest Power Pool / North,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
SPPN,Southwest Power Pool / North,Residential,2014,1,AEO2022 High Renewable Cost,res
SPPN,Southwest Power Pool / North,Residential,2014,1,AEO2022 Low Renewable Cost,res
SPPN,Southwest Power Pool / North,Residential,2014,1,AEO2021 Reference,res
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2014,1,AEO2022 Reference,res
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2014,1,AEO2022 High Growth,res
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2014,1,AEO2022 Low Growth,res
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2014,1,AEO2022 High Oil Price,res
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2014,1,AEO2022 Low Oil Price,res
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2014,1,AEO2022 High Renewable Cost,res
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2014,1,AEO2022 Low Renewable Cost,res
SRSG,Western Electricity Coordinating Council / Southwest,Residential,2014,1,AEO2021 Reference,res
CANO,Western Electricity Coordinating Council / California North,Residential,2014,1,AEO2022 Reference,res
CANO,Western Electricity Coordinating Council / California North,Residential,2014,1,AEO2022 High Growth,res
CANO,Western Electricity Coordinating Council / California North,Residential,2014,1,AEO2022 Low Growth,res
CANO,Western Electricity Coordinating Council / California North,Residential,2014,1,AEO2022 High Oil Price,res
CANO,Western Electricity Coordinating Council / California North,Residential,2014,1,AEO2022 Low Oil Price,res
CANO,Western Electricity Coordinating Council / California North,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
CANO,Western Electricity Coordinating Council / California North,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
CANO,Western Electricity Coordinating Council / California North,Residential,2014,1,AEO2022 High Renewable Cost,res
CANO,Western Electricity Coordinating Council / California North,Residential,2014,1,AEO2022 Low Renewable Cost,res
CANO,Western Electricity Coordinating Council / California North,Residential,2014,1,AEO2021 Reference,res
CASO,Western Electricity Coordinating Council / California South,Residential,2014,1,AEO2022 Reference,res
CASO,Western Electricity Coordinating Council / California South,Residential,2014,1,AEO2022 High Growth,res
CASO,Western Electricity Coordinating Council / California South,Residential,2014,1,AEO2022 Low Growth,res
CASO,Western Electricity Coordinating Council / California South,Residential,2014,1,AEO2022 High Oil Price,res
CASO,Western Electricity Coordinating Council / California South,Residential,2014,1,AEO2022 Low Oil Price,res
CASO,Western Electricity Coordinating Council / California South,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
CASO,Western Electricity Coordinating Council / California South,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
CASO,Western Electricity Coordinating Council / California South,Residential,2014,1,AEO2022 High Renewable Cost,res
CASO,Western Electricity Coordinating Council / California South,Residential,2014,1,AEO2022 Low Renewable Cost,res
CASO,Western Electricity Coordinating Council / California South,Residential,2014,1,AEO2021 Reference,res
NWPP,Western Electricity Coordinating Council / Northwest Power Pool,Residential,2014,1,AEO2022 Reference,res
NWPP,Western Electricity Coordinating Council / Northwest Power Pool,Residential,2014,1,AEO2022 High Growth,res
NWPP,Western Electricity Coordinating Council / Northwest Power Pool,Residential,2014,1,AEO2022 Low Growth,res
NWPP,Western Electricity Coordinating Council / Northwest Power Pool,Residential,2014,1,AEO2022 High Oil Price,res
NWPP,Western Electricity Coordinating Council / Northwest Power Pool,Residential,2014,1,AEO2022 Low Oil Price,res
NWPP,Western Electricity Coordinating Council / Northwest Power Pool,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
NWPP,Western Electricity Coordinating Council / Northwest Power Pool,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
NWPP,Western Electricity Coordinating Council / Northwest Power Pool,Residential,2014,1,AEO2022 High Renewable Cost,res
NWPP,Western Electricity Coordinating Council / Northwest Power Pool,Residential,2014,1,AEO2022 Low Renewable Cost,res
NWPP,Western Electricity Coordinating Council / Northwest Power Pool,Residential,2014,1,AEO2021 Reference,res
RMRG,Western Electricity Coordinating Council / Rockies,Residential,2014,1,AEO2022 Reference,res
RMRG,Western Electricity Coordinating Council / Rockies,Residential,2014,1,AEO2022 High Growth,res
RMRG,Western Electricity Coordinating Council / Rockies,Residential,2014,1,AEO2022 Low Growth,res
RMRG,Western Electricity Coordinating Council / Rockies,Residential,2014,1,AEO2022 High Oil Price,res
RMRG,Western Electricity Coordinating Council / Rockies,Residential,2014,1,AEO2022 Low Oil Price,res
RMRG,Western Electricity Coordinating Council / Rockies,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
RMRG,Western Electricity Coordinating Council / Rockies,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
RMRG,Western Electricity Coordinating Council / Rockies,Residential,2014,1,AEO2022 High Renewable Cost,res
RMRG,Western Electricity Coordinating Council / Rockies,Residential,2014,1,AEO2022 Low Renewable Cost,res
RMRG,Western Electricity Coordinating Council / Rockies,Residential,2014,1,AEO2021 Reference,res
BASN,Western Electricity Coordinating Council / Basin,Residential,2014,1,AEO2022 Reference,res
BASN,Western Electricity Coordinating Council / Basin,Residential,2014,1,AEO2022 High Growth,res
BASN,Western Electricity Coordinating Council / Basin,Residential,2014,1,AEO2022 Low Growth,res
BASN,Western Electricity Coordinating Council / Basin,Residential,2014,1,AEO2022 High Oil Price,res
BASN,Western Electricity Coordinating Council / Basin,Residential,2014,1,AEO2022 Low Oil Price,res
BASN,Western Electricity Coordinating Council / Basin,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
BASN,Western Electricity Coordinating Council / Basin,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
BASN,Western Electricity Coordinating Council / Basin,Residential,2014,1,AEO2022 High Renewable Cost,res
BASN,Western Electricity Coordinating Council / Basin,Residential,2014,1,AEO2022 Low Renewable Cost,res
BASN,Western Electricity Coordinating Council / Basin,Residential,2014,1,AEO2021 Reference,res
PJMC,PJM / Commonwealth Edison,Residential,2014,1,AEO2022 Reference,res
PJMC,PJM / Commonwealth Edison,Residential,2014,1,AEO2022 High Growth,res
PJMC,PJM / Commonwealth Edison,Residential,2014,1,AEO2022 Low Growth,res
PJMC,PJM / Commonwealth Edison,Residential,2014,1,AEO2022 High Oil Price,res
PJMC,PJM / Commonwealth Edison,Residential,2014,1,AEO2022 Low Oil Price,res
PJMC,PJM / Commonwealth Edison,Residential,2014,1,AEO2022 High Oil and Gas Supply,res
PJMC,PJM / Commonwealth Edison,Residential,2014,1,AEO2022 Low Oil and Gas Supply,res
PJMC,PJM / Commonwealth Edison,Residential,2014,1,AEO2022 High Renewable Cost,res
PJMC,PJM / Commonwealth Edison,Residential,2014,1,AEO2022 Low Renewable Cost,res
PJMC,PJM / Commonwealth Edison,Residential,2014,1,AEO2021 Reference,res
TRE,Texas Regional Entity,Industrial,2014,1,AEO2022 Reference,ind
TRE,Texas Regional Entity,Industrial,2014,1,AEO2022 High Growth,ind
TRE,Texas Regional Entity,Industrial,2014,1,AEO2022 Low Growth,ind
TRE,Texas Regional Entity,Industrial,2014,1,AEO2022 High Oil Price,ind
PJME,PJM / East,Residential,2016,1,AEO2022 Low Growth,res
TRE,Texas Regional Entity,Industrial,2014,1,AEO2022 Low Oil Price,ind
TRE,Texas Regional Entity,Industrial,2014,1,AEO2022 High Oil and Gas Supply,ind
TRE,Texas Regional Entity,Industrial,2014,1,AEO2022 Low Oil and Gas Supply,ind
TRE,Texas Regional Entity,Industrial,2014,1,AEO2022 High Renewable Cost,ind
TRE,Texas Regional Entity,Industrial,2014,1,AEO2022 Low Renewable Cost,ind
TRE,Texas Regional Entity,Industrial,2014,1,AEO2021 Reference,ind
FRCC,Florida Reliability Coordinating Council,Industrial,2014,1,AEO2022 Reference,ind
FRCC,Florida Reliability Coordinating Council,Industrial,2014,1,AEO2022 High Growth,ind
FRCC,Florida Reliability Coordinating Council,Industrial,2014,1,AEO2022 Low Growth,ind
FRCC,Florida Reliability Coordinating Council,Industrial,2014,1,AEO2022 High Oil Price,ind
FRCC,Florida Reliability Coordinating Council,Industrial,2014,1,AEO2022 Low Oil Price,ind
FRCC,Florida Reliability Coordinating Council,Industrial,2014,1,AEO2022 High Oil and Gas Supply,ind
FRCC,Florida Reliability Coordinating Council,Industrial,2014,1,AEO2022 Low Oil and Gas Supply,ind
FRCC,Florida Reliability Coordinating Council,Industrial,2014,1,AEO2022 High Renewable Cost,ind
FRCC,Florida Reliability Coordinating Council,Industrial,2014,1,AEO2022 Low Renewable Cost,ind
FRCC,Florida Reliability Coordinating Council,Industrial,2014,1,AEO2021 Reference,ind
MISW,Midcontinent ISO / West,Industrial,2014,1,AEO2022 Reference,ind
MISW,Midcontinent ISO / West,Industrial,2014,1,AEO2022 High Growth,ind
MISW,Midcontinent ISO / West,Industrial,2014,1,AEO2022 Low Growth,ind
MISW,Midcontinent ISO / West,Industrial,2014,1,AEO2022 High Oil Price,ind
MISW,Midcontinent ISO / West,Industrial,2014,1,AEO2022 Low Oil Price,ind
MISW,Midcontinent ISO / West,Industrial,2014,1,AEO2022 High Oil and Gas Supply,ind
MISW,Midcontinent ISO / West,Industrial,2014,1,AEO2022 Low Oil and Gas Supply,ind
MISW,Midcontinent ISO / West,Industrial,2014,1,AEO2022 High Renewable Cost,ind
MISW,Midcontinent ISO / West,Industrial,2014,1,AEO2022 Low Renewable Cost,ind
MISW,Midcontinent ISO / West,Industrial,2014,1,AEO2021 Reference,ind
MISC,Midcontinent ISO / Central,Industrial,2014,1,AEO2022 Reference,ind
MISC,Midcontinent ISO / Central,Industrial,2014,1,AEO2022 High Growth,ind
MISC,Midcontinent ISO / Central,Industrial,2014,1,AEO2022 Low Growth,ind
MISC,Midcontinent ISO / Central,Industrial,2014,1,AEO2022 High Oil Price,ind
MISC,Midcontinent ISO / Central,Industrial,2014,1,AEO2022 Low Oil Price,ind
MISC,Midcontinent ISO / Central,Industrial,2014,1,AEO2022 High Oil and Gas Supply,ind
MISC,Midcontinent ISO / Central,Industrial,2014,1,AEO2022 Low Oil and Gas Supply,ind
MISC,Midcontinent ISO / Central,Industrial,2014,1,AEO2022 High Renewable Cost,ind
MISC,Midcontinent ISO / Central,Industrial,2014,1,AEO2022 Low Renewable Cost,ind
MISC,Midcontinent ISO / Central,Industrial,2014,1,AEO2021 Reference,ind
MISE,Midcontinent ISO / East,Industrial,2014,1,AEO2022 Reference,ind
MISE,Midcontinent ISO / East,Industrial,2014,1,AEO2022 High Growth,ind
MISE,Midcontinent ISO / East,Industrial,2014,1,AEO2022 Low Growth,ind
MISE,Midcontinent ISO / East,Industrial,2014,1,AEO2022 High Oil Price,ind
MISE,Midcontinent ISO / East,Industrial,2014,1,AEO2022 Low Oil Price,ind
MISE,Midcontinent ISO / East,Industrial,2014,1,AEO2022 High Oil and Gas Supply,ind
MISE,Midcontinent ISO / East,Industrial,2014,1,AEO2022 Low Oil and Gas Supply,ind
MISE,Midcontinent ISO / East,Industrial,2014,1,AEO2022 High Renewable Cost,ind
MISE,Midcontinent ISO / East,Industrial,2014,1,AEO2022 Low Renewable Cost,ind
MISE,Midcontinent ISO / East,Industrial,2014,1,AEO2021 Reference,ind
MISS,Midcontinent ISO / South,Industrial,2014,1,AEO2022 Reference,ind
MISS,Midcontinent ISO / South,Industrial,2014,1,AEO2022 High Growth,ind
MISS,Midcontinent ISO / South,Industrial,2014,1,AEO2022 Low Growth,ind
MISS,Midcontinent ISO / South,Industrial,2014,1,AEO2022 High Oil Price,ind
MISS,Midcontinent ISO / South,Industrial,2014,1,AEO2022 Low Oil Price,ind
MISS,Midcontinent ISO / South,Industrial,2014,1,AEO2022 High Oil and Gas Supply,ind
MISS,Midcontinent ISO / South,Industrial,2014,1,AEO2022 Low Oil and Gas Supply,ind
MISS,Midcontinent ISO / South,Industrial,2014,1,AEO2022 High Renewable Cost,ind
MISS,Midcontinent ISO / South,Industrial,2014,1,AEO2022 Low Renewable Cost,ind
MISS,Midcontinent ISO / South,Industrial,2014,1,AEO2021 Reference,ind
ISNE,Northeast Power Coordinating Council / New England,Industrial,2014,1,AEO2022 Reference,ind
ISNE,Northeast Power Coordinating Council / New England,Industrial,2014,1,AEO2022 High Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Industrial,2014,1,AEO2022 Low Growth,ind
ISNE,Northeast Power Coordinating Council / New England,Industrial,2014,1,AEO2022 High Oil Price,ind
